Season,Name,Age,Born,Flag,B,T,Ht,Wt,DoB,Yrs,GP,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,All-Star,HOF
2010,Gustavo Chacín,29,VE,,L,L,"5' 11""",205,"Dec 4, 1980",5,44,0,40,44,44,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2010,Casey Daigle,29,US,,R,R,"6' 6""",220,"Apr 4, 1981",3,13,0,11,13,13,0,0,0,0,0,0,0,0,0,0,0,$0,-$1,No,No
2010,Enerio Del Rosario,24,DO,,R,R,"6' 2""",190,"Oct 16, 1985",1st,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2010,Matt Downs,26,US,,R,R,"6' 1""",190,"Mar 19, 1984",2,11,3,11,6,0,0,0,2,2,2,0,0,0,0,0,6,$0,$0,No,No
2010,Brian Esposito,31,US,,R,R,"6' 1""",210,"Feb 24, 1979",2,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,$0,$0,No,No
2010,Pedro Feliz,35,DO,,R,R,"6' 1""",210,"Apr 27, 1975",11,97,70,97,76,0,0,15,0,63,0,0,0,0,0,0,24,$0,-$2,No,No
2010,Nelson Figueroa,36,US,,B,R,"6' 1""",185,"May 18, 1974",8,18,10,18,18,18,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
2010,Jeff Fulchino,30,US,,R,R,"6' 4""",270,"Nov 26, 1979",4,50,0,46,50,50,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2010,Sammy Gervacio,25,DO,,R,R,"6' 0""",175,"Jan 10, 1985",2,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2010,J.A. Happ,27,US,,L,L,"6' 5""",205,"Oct 19, 1982",4,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
2010,Anderson Hernández,27,DO,,B,R,"5' 9""",190,"Oct 30, 1982",6,32,9,32,10,0,0,0,8,0,2,0,0,0,0,0,21,$1,$0,No,No
2010,Chris Johnson,25,US,,R,R,"6' 3""",225,"Oct 1, 1984",2,94,89,94,90,0,0,0,0,90,0,0,0,0,0,0,4,$0,$0,No,No
2010,Jeff Keppinger,30,US,,R,R,"6' 0""",185,"Apr 21, 1980",6,137,132,137,134,0,0,0,126,0,12,0,0,0,0,0,5,$0,$1,No,No
2010,Carlos Lee,34,PA,,R,R,"6' 2""",270,"Jun 20, 1976",12,157,157,157,150,0,0,20,0,0,0,133,0,0,133,7,0,$0,-$2,No,No
2010,Matt Lindstrom,30,US,,R,R,"6' 3""",215,"Feb 11, 1980",4,58,0,56,58,58,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2010,Wilton López,26,NI,,R,R,"6' 0""",200,"Jul 19, 1983",2,68,0,64,68,68,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
2010,Brandon Lyon,30,US,,R,R,"6' 1""",200,"Aug 10, 1979",9,79,0,78,79,79,0,0,0,0,0,0,0,0,0,0,0,$0,$2,No,No
2010,Gary Majewski,30,US,,R,R,"6' 2""",200,"Feb 26, 1980",6,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2010,Tommy Manzella,27,US,,R,R,"6' 2""",200,"Apr 16, 1983",2,83,75,83,82,0,0,0,0,0,82,0,0,0,0,0,2,$0,-$1,No,No
2010,Kazuo Matsui,34,JP,,B,R,"5' 10""",187,"Oct 23, 1975",7,27,19,27,21,0,0,0,21,0,0,0,0,0,0,0,6,$1,-$1,No,No
2010,Mark Melancon,25,US,,R,R,"6' 1""",215,"Mar 28, 1985",2,20,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2010,Jason Michaels,34,US,,R,R,"6' 0""",215,"May 4, 1976",10,106,32,106,55,0,0,0,0,0,0,41,11,5,55,2,58,$1,$1,No,No
2010,Brian Moehler,38,US,,R,R,"6' 3""",195,"Dec 31, 1971",14,20,8,18,20,20,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2010,Brett Myers,29,US,,R,R,"6' 4""",240,"Aug 17, 1980",9,33,33,31,33,33,0,0,0,0,0,0,0,0,0,0,0,$0,$5,No,No
2010,Oswaldo Navarro,25,VE,,R,R,"6' 0""",200,"Oct 2, 1984",2,14,6,14,10,0,0,0,0,0,10,0,0,0,0,0,4,$2,$0,No,No
2010,Bud Norris,25,US,,R,R,"6' 0""",215,"Mar 2, 1985",2,27,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2010,Roy Oswalt,32,US,,R,R,"6' 0""",190,"Aug 29, 1977",10,20,20,18,20,20,0,0,0,0,0,0,0,0,0,0,0,$0,$3,No,No
2010,Felipe Paulino,26,DO,,R,R,"6' 3""",270,"Oct 5, 1983",3,19,14,18,19,19,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2010,Hunter Pence,27,US,,R,R,"6' 4""",216,"Apr 13, 1983",4,156,155,156,155,0,0,0,0,0,0,0,0,155,155,0,1,$0,$3,No,No
2010,Humberto Quintero,30,VE,,R,R,"5' 10""",215,"Aug 2, 1979",8,88,74,88,87,0,87,0,0,0,0,0,0,0,0,0,5,$0,$0,No,No
2010,Wandy Rodríguez,31,DO,,B,L,"5' 11""",195,"Jan 18, 1979",6,34,32,33,32,32,0,0,0,0,0,0,0,0,0,0,2,$0,$3,No,No
2010,Chris Sampson,32,US,,R,R,"6' 1""",195,"May 23, 1978",5,35,0,33,35,35,0,0,0,0,0,0,0,0,0,0,0,$0,-$1,No,No
2010,Ángel Sánchez,26,PR,,R,R,"6' 1""",205,"Sep 20, 1983",2,65,61,65,64,0,0,0,8,0,57,0,0,0,0,0,2,$0,-$1,No,No
2010,Cory Sullivan,30,US,,L,L,"6' 0""",200,"Aug 20, 1979",6,57,7,57,17,0,0,0,0,0,0,13,1,3,17,0,44,$0,-$1,No,No
2010,J.R. Towles,26,US,,R,R,"6' 2""",200,"Feb 11, 1984",4,17,13,17,15,0,15,0,0,0,0,0,0,0,0,0,3,$0,$0,No,No
2010,Henry Villar,23,DO,,R,R,"5' 11""",180,"May 24, 1987",1st,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2010,Brett Wallace,23,US,,L,R,"6' 2""",250,"Aug 26, 1986",1st,51,41,51,48,0,0,48,0,0,0,0,0,0,0,0,3,$0,$0,No,No
2010,Wesley Wright,25,US,,R,L,"5' 10""",185,"Jan 28, 1985",3,14,4,11,14,14,0,0,0,0,0,0,0,0,0,0,0,$0,-$1,No,No
2011,Fernando Abad,25,DO,,L,L,"6' 2""",235,"Dec 17, 1985",2,29,0,28,29,29,0,0,0,0,0,0,0,0,0,0,0,$0,-$1,No,No
2011,Juan Abreu,26,DO,,R,R,"6' 0""",185,"Apr 8, 1985",1st,7,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2011,Jose Altuve,21,VE,,R,R,"5' 6""",167,"May 6, 1990",1st,57,51,57,55,0,0,0,55,0,0,0,0,0,0,0,2,$2,$1,No,No
2011,Clint Barmes,32,US,,R,R,"6' 1""",200,"Mar 6, 1979",9,123,120,123,122,0,0,0,0,0,122,0,0,0,0,0,1,$0,$3,No,No
2011,Brian Bogusevic,27,US,,L,L,"6' 3""",215,"Feb 18, 1984",2,87,35,87,53,0,0,0,0,0,0,13,0,40,53,0,38,$5,$2,No,No
2011,Jason Bourgeois,29,US,,R,R,"5' 9""",195,"Jan 4, 1982",4,93,49,93,75,0,0,0,2,0,0,34,34,13,73,0,17,$13,$1,No,No
2011,Michael Bourn,28,US,,L,R,"5' 11""",190,"Dec 27, 1982",6,105,101,105,103,0,0,0,0,0,0,0,103,0,103,0,2,$1,$2,No,No
2011,Robinson Cancel,35,PR,,R,R,"5' 11""",225,"May 4, 1976",4,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2011,David Carpenter,25,US,,R,R,"6' 3""",230,"Jul 15, 1985",1st,34,0,34,34,34,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
2011,Xavier Cedeño,24,PR,,L,L,"5' 11""",210,"Aug 26, 1986",1st,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2011,Carlos Corporán,27,PR,,B,R,"6' 2""",240,"Jan 7, 1984",2,52,46,52,50,0,50,0,0,0,0,0,0,0,0,0,4,$0,-$1,No,No
2011,Enerio Del Rosario,25,DO,,R,R,"6' 2""",190,"Oct 16, 1985",2,54,0,52,54,54,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2011,Matt Downs,27,US,,R,R,"6' 1""",190,"Mar 19, 1984",3,106,35,106,60,0,0,13,27,19,2,0,0,3,3,0,52,$2,$1,No,No
2011,Luis Durango,25,PA,,B,R,"5' 9""",155,"Apr 23, 1986",3,2,2,2,2,0,0,0,0,0,0,0,2,0,2,0,0,$0,$0,No,No
2011,Sergio Escalona,26,VE,,L,L,"6' 0""",215,"Aug 3, 1984",2,49,0,46,49,49,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
2011,Nelson Figueroa,37,US,,B,R,"6' 1""",185,"May 18, 1974",9,8,5,8,8,8,0,0,0,0,0,0,0,0,0,0,0,$0,-$1,No,No
2011,Jeff Fulchino,31,US,,R,R,"6' 4""",270,"Nov 26, 1979",5,36,0,36,36,36,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2011,Bill Hall,31,US,,R,R,"6' 0""",210,"Dec 28, 1979",10,46,40,46,41,0,0,0,41,0,0,0,0,0,0,0,4,$2,-$1,No,No
2011,J.A. Happ,28,US,,L,L,"6' 5""",205,"Oct 19, 1982",5,29,28,28,28,28,0,0,0,0,0,0,0,0,0,0,1,$0,-$1,No,No
2011,Lucas Harrell,26,US,,B,R,"6' 2""",205,"Jun 3, 1985",2,6,2,6,6,6,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2011,Joe Inglett,33,US,,L,R,"5' 9""",175,"Jun 29, 1978",6,20,2,20,3,0,0,0,3,2,0,0,0,0,0,0,18,$0,$0,No,No
2011,Chris Johnson,26,US,,R,R,"6' 3""",225,"Oct 1, 1984",3,107,98,107,101,0,0,0,0,101,0,0,0,0,0,0,7,$1,-$1,No,No
2011,Jeff Keppinger,31,US,,R,R,"6' 0""",185,"Apr 21, 1980",7,43,38,43,38,0,0,0,38,0,0,0,0,0,0,0,5,$0,$0,No,No
2011,Carlos Lee,35,PA,,R,R,"6' 2""",270,"Jun 20, 1976",13,155,154,155,148,0,0,79,0,0,0,80,0,0,80,6,1,$0,$4,No,No
2011,Wilton López,27,NI,,R,R,"6' 0""",200,"Jul 19, 1983",3,73,0,70,73,73,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
2011,Jordan Lyles,20,US,,R,R,"6' 5""",230,"Oct 19, 1990",1st,20,15,19,20,20,0,0,0,0,0,0,0,0,0,0,0,$0,-$1,No,No
2011,Brandon Lyon,31,US,,R,R,"6' 1""",200,"Aug 10, 1979",10,15,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,$0,-$1,No,No
2011,J.D. Martinez,23,US,,R,R,"6' 3""",230,"Aug 21, 1987",1st,53,52,53,52,0,0,0,0,0,0,51,0,1,52,0,1,$0,$0,No,No
2011,Mark Melancon,26,US,,R,R,"6' 1""",215,"Mar 28, 1985",3,71,0,67,71,71,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
2011,Jason Michaels,35,US,,R,R,"6' 0""",215,"May 4, 1976",11,89,29,89,41,0,0,0,0,0,0,26,0,16,41,0,51,$1,-$1,No,No
2011,Brett Myers,30,US,,R,R,"6' 4""",240,"Aug 17, 1980",10,34,33,32,34,34,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2011,Bud Norris,26,US,,R,R,"6' 0""",215,"Mar 2, 1985",3,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
2011,Jimmy Paredes,22,DO,,B,R,"6' 3""",230,"Nov 25, 1988",1st,46,44,46,46,0,0,0,0,46,0,0,0,0,0,0,0,$1,$1,No,No
2011,Hunter Pence,28,US,,R,R,"6' 4""",216,"Apr 13, 1983",5,100,99,100,100,0,0,0,0,0,0,0,0,100,100,0,1,$0,$4,Yes,No
2011,Lance Pendleton,27,US,,L,R,"6' 3""",225,"Sep 10, 1983",1st,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2011,Humberto Quintero,31,VE,,R,R,"5' 10""",215,"Aug 2, 1979",9,79,73,79,77,0,77,0,0,0,0,0,0,0,0,0,1,$1,$0,No,No
2011,Aneury Rodríguez,23,DO,,R,R,"6' 4""",250,"Dec 13, 1987",1st,43,8,41,43,43,0,0,0,0,0,0,0,0,0,0,0,$0,-$1,No,No
2011,Fernando Rodriguez Jr.,27,US,,R,R,"6' 3""",235,"Jun 18, 1984",2,47,0,46,47,47,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2011,Wandy Rodríguez,32,DO,,B,L,"5' 11""",195,"Jan 18, 1979",7,30,30,29,30,30,0,0,0,0,0,0,0,0,0,0,0,$0,$3,No,No
2011,Ángel Sánchez,27,PR,,R,R,"6' 1""",205,"Sep 20, 1983",3,110,63,110,74,0,0,0,19,10,46,0,0,0,0,0,37,$0,$0,No,No
2011,Jordan Schafer,24,US,,L,L,"6' 1""",205,"Sep 4, 1986",2,30,25,30,28,0,0,0,0,0,0,0,28,0,28,0,2,$1,$0,No,No
2011,JB Shuck,24,US,,L,L,"5' 11""",195,"Jun 18, 1987",1st,37,14,37,26,0,0,0,0,0,0,6,9,16,26,0,14,$0,$0,No,No
2011,Henry Sosa,25,DO,,R,R,"6' 1""",210,"Jul 28, 1985",1st,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2011,J.R. Towles,27,US,,R,R,"6' 2""",200,"Feb 11, 1984",5,54,41,54,51,0,51,0,0,0,0,0,0,0,0,0,4,$1,$0,No,No
2011,José Valdez,28,DO,,R,R,"6' 4""",200,"Jan 22, 1983",1st,12,0,11,12,12,0,0,0,0,0,0,0,0,0,0,0,$0,-$1,No,No
2011,Brett Wallace,24,US,,L,R,"6' 2""",250,"Aug 26, 1986",2,115,89,115,96,0,0,96,0,0,0,0,0,0,0,0,21,$0,$0,No,No
2011,Wesley Wright,26,US,,R,L,"5' 10""",185,"Jan 28, 1985",4,21,0,21,21,21,0,0,0,0,0,0,0,1,1,0,0,$0,$1,No,No
2012,Fernando Abad,26,DO,,L,L,"6' 2""",235,"Dec 17, 1985",3,37,6,36,37,37,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2012,Jose Altuve,22,VE,,R,R,"5' 6""",167,"May 6, 1990",2,147,142,147,147,0,0,0,147,0,0,0,0,0,0,0,2,$0,$1,Yes,No
2012,Héctor Ambriz,28,US,,L,R,"6' 2""",235,"May 24, 1984",2,18,0,18,18,18,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2012,Brandon Barnes,26,US,,R,R,"6' 2""",210,"May 15, 1986",1st,43,24,43,37,0,0,0,0,0,0,1,32,5,37,0,9,$0,$0,No,No
2012,Brian Bixler,29,US,,R,R,"6' 1""",195,"Oct 22, 1982",4,36,18,36,26,0,0,0,5,4,6,3,0,9,12,0,10,$2,$0,No,No
2012,Brian Bogusevic,28,US,,L,L,"6' 3""",215,"Feb 18, 1984",3,146,83,146,121,1,0,0,0,0,0,1,20,104,121,0,36,$4,$0,No,No
2012,Travis Buck,28,US,,L,R,"6' 2""",230,"Nov 18, 1983",6,33,17,33,21,0,0,0,0,0,0,11,0,10,21,0,14,$0,$0,No,No
2012,David Carpenter,26,US,,R,R,"6' 3""",230,"Jul 15, 1985",2,31,0,28,30,30,0,0,0,0,0,0,0,0,0,0,0,$1,$0,No,No
2012,Jason Castro,25,US,,L,R,"6' 3""",215,"Jun 18, 1987",2,87,73,87,79,0,79,0,0,0,0,0,0,0,0,0,10,$0,$1,No,No
2012,Xavier Cedeño,25,PR,,L,L,"5' 11""",210,"Aug 26, 1986",2,44,0,42,44,44,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2012,Francisco Cordero,37,DO,,R,R,"6' 3""",245,"May 11, 1975",14,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,$0,-$1,No,No
2012,Carlos Corporán,28,PR,,B,R,"6' 2""",240,"Jan 7, 1984",3,27,22,27,24,0,24,0,0,0,0,0,0,0,0,0,3,$0,$0,No,No
2012,Rhiner Cruz,25,DO,,R,R,"6' 2""",210,"Nov 1, 1986",1st,52,0,49,52,52,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2012,Enerio Del Rosario,26,DO,,R,R,"6' 2""",190,"Oct 16, 1985",3,19,0,19,19,19,0,0,0,0,0,0,0,0,0,0,0,$0,-$1,No,No
2012,Matt Dominguez,22,US,,R,R,"6' 2""",220,"Aug 28, 1989",2,31,27,31,31,0,0,0,0,31,0,0,0,0,0,0,0,$0,$1,No,No
2012,Matt Downs,28,US,,R,R,"6' 1""",190,"Mar 19, 1984",4,91,35,91,57,0,0,25,3,18,1,2,0,11,13,0,43,$0,-$1,No,No
2012,C.J. Fick,26,US,,R,R,"6' 5""",200,"Nov 20, 1985",1st,18,0,18,18,18,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2012,Ben Francisco,30,US,,R,R,"6' 1""",195,"Oct 23, 1981",6,31,18,31,26,0,0,0,0,0,0,12,0,14,26,0,7,$0,-$1,No,No
2012,Armando Galarraga,30,VE,,R,R,"6' 3""",230,"Jan 15, 1982",6,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,$0,-$1,No,No
2012,Édgar González,29,MX,,R,R,"6' 2""",210,"Feb 23, 1983",9,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2012,Marwin González,23,VE,,B,R,"6' 1""",205,"Mar 14, 1989",1st,80,48,80,62,0,0,0,6,14,47,0,0,0,0,0,18,$3,$0,No,No
2012,Tyler Greene,28,US,,R,R,"6' 2""",200,"Aug 17, 1983",4,39,33,39,37,0,0,0,4,0,34,0,0,0,0,0,3,$3,$0,No,No
2012,J.A. Happ,29,US,,L,L,"6' 5""",205,"Oct 19, 1982",6,22,18,22,18,18,0,0,0,0,0,0,0,0,0,0,2,$2,$0,No,No
2012,Lucas Harrell,27,US,,B,R,"6' 2""",205,"Jun 3, 1985",3,35,32,33,32,32,0,0,0,0,0,0,0,0,0,0,0,$3,$3,No,No
2012,Chris Johnson,27,US,,R,R,"6' 3""",225,"Oct 1, 1984",4,92,89,92,92,0,0,6,0,88,0,0,0,1,1,0,1,$0,$1,No,No
2012,Dallas Keuchel,24,US,,L,L,"6' 2""",205,"Jan 1, 1988",1st,17,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,$1,$0,No,No
2012,Brandon Laird,24,US,,R,R,"6' 1""",215,"Sep 11, 1987",2,17,8,17,12,0,0,4,0,8,0,0,0,0,0,0,6,$0,$0,No,No
2012,Carlos Lee,36,PA,,R,R,"6' 2""",270,"Jun 20, 1976",14,66,66,66,65,0,0,65,0,0,0,0,0,0,0,1,0,$0,$0,No,No
2012,Wilton López,28,NI,,R,R,"6' 0""",200,"Jul 19, 1983",4,64,0,62,64,64,0,0,0,0,0,0,0,0,0,0,0,$0,$2,No,No
2012,Jed Lowrie,28,US,,B,R,"6' 0""",180,"Apr 17, 1984",5,97,90,97,93,0,0,0,0,0,93,0,0,0,0,0,6,$0,$2,No,No
2012,Jordan Lyles,21,US,,R,R,"6' 5""",230,"Oct 19, 1990",2,26,25,24,25,25,0,0,0,0,0,0,0,0,0,0,0,$1,$0,No,No
2012,Brandon Lyon,32,US,,R,R,"6' 1""",200,"Aug 10, 1979",11,37,0,35,37,37,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
2012,Fernando Martínez,23,DO,,L,R,"6' 1""",210,"Oct 10, 1988",4,41,35,41,37,0,0,0,0,0,0,31,0,6,37,0,5,$0,$0,No,No
2012,J.D. Martinez,24,US,,R,R,"6' 3""",230,"Aug 21, 1987",2,113,102,113,100,0,0,0,0,0,0,100,0,0,100,5,11,$0,-$1,No,No
2012,Justin Maxwell,28,US,,R,R,"6' 4""",225,"Nov 6, 1983",4,124,77,124,95,0,0,0,0,0,0,38,59,20,95,0,32,$2,$2,No,No
2012,Scott Moore,28,US,,L,R,"6' 2""",195,"Nov 17, 1983",5,72,53,72,64,0,0,19,6,28,0,2,0,15,17,0,11,$0,$0,No,No
2012,Brett Myers,31,US,,R,R,"6' 4""",240,"Aug 17, 1980",11,35,0,33,35,35,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2012,Bud Norris,27,US,,R,R,"6' 0""",215,"Mar 2, 1985",4,30,29,30,29,29,0,0,0,0,0,0,0,0,0,0,1,$0,$1,No,No
2012,Jimmy Paredes,23,DO,,B,R,"6' 3""",230,"Nov 25, 1988",2,24,18,24,20,0,0,0,5,0,0,1,0,15,16,0,5,$0,-$1,No,No
2012,Steve Pearce,29,US,,R,R,"5' 11""",200,"Apr 13, 1983",6,21,16,21,18,0,0,10,0,0,0,3,0,10,11,0,5,$0,$0,No,No
2012,Aneury Rodríguez,24,DO,,R,R,"6' 4""",250,"Dec 13, 1987",2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2012,Fernando Rodriguez Jr.,28,US,,R,R,"6' 3""",235,"Jun 18, 1984",3,71,0,67,71,71,0,0,0,0,0,0,0,0,0,0,0,$0,-$1,No,No
2012,Wandy Rodríguez,33,DO,,B,L,"5' 11""",195,"Jan 18, 1979",8,21,21,20,21,21,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
2012,Jordan Schafer,25,US,,L,L,"6' 1""",205,"Sep 4, 1986",3,106,82,106,87,0,0,0,0,0,0,0,87,0,87,0,14,$8,-$1,No,No
2012,Chris Snyder,31,US,,R,R,"6' 4""",235,"Feb 12, 1981",9,76,67,76,72,0,72,1,0,0,0,0,0,0,0,0,5,$0,-$1,No,No
2012,Mickey Storey,26,US,,R,R,"6' 1""",185,"Mar 16, 1986",1st,26,0,26,26,26,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2012,José Valdez,29,DO,,R,R,"6' 4""",200,"Jan 22, 1983",2,12,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2012,Brett Wallace,25,US,,L,R,"6' 2""",250,"Aug 26, 1986",3,66,59,66,64,0,0,58,0,8,0,0,0,0,0,0,4,$0,$0,No,No
2012,Kyle Weiland,25,US,,L,R,"6' 4""",195,"Sep 12, 1986",2,4,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,$1,$0,No,No
2012,Wesley Wright,27,US,,R,L,"5' 10""",185,"Jan 28, 1985",5,78,0,76,77,77,0,0,0,0,0,0,0,1,1,0,0,$1,$1,No,No
2013,Jose Altuve,23,VE,,R,R,"5' 6""",167,"May 6, 1990",3,152,152,152,145,0,0,0,145,0,0,0,0,0,0,7,0,$0,$1,No,No
2013,Héctor Ambriz,29,US,,L,R,"6' 2""",235,"May 24, 1984",3,43,0,4,43,43,0,0,0,0,0,0,0,0,0,0,0,$0,-$1,No,No
2013,Rick Ankiel,33,US,,L,L,"6' 1""",210,"Jul 19, 1979",11,25,16,25,22,0,0,0,0,0,0,0,0,22,22,0,5,$0,$0,No,No
2013,Brandon Barnes,27,US,,R,R,"6' 2""",210,"May 15, 1986",2,136,115,136,134,0,0,0,0,0,0,8,116,13,134,0,5,$6,$1,No,No
2013,Érik Bédard,34,CA,,L,L,"6' 1""",195,"Mar 5, 1979",10,32,26,2,32,32,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
2013,Travis Blackley,30,AU,,L,L,"6' 3""",190,"Nov 4, 1982",4,42,0,3,42,42,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2013,Chris Carter,26,US,,R,R,"6' 4""",245,"Dec 18, 1986",4,148,143,148,100,0,0,61,0,0,0,49,0,2,51,47,5,$0,$0,No,No
2013,Jason Castro,26,US,,L,R,"6' 3""",215,"Jun 18, 1987",3,120,113,120,98,0,98,0,0,0,0,0,0,0,0,19,6,$0,$4,Yes,No
2013,Ronny Cedeño,30,VE,,R,R,"6' 0""",195,"Feb 2, 1983",9,51,43,51,42,0,0,1,0,0,41,0,0,0,0,7,4,$1,-$1,No,No
2013,Xavier Cedeño,26,PR,,L,L,"5' 11""",210,"Aug 26, 1986",3,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,$0,-$1,No,No
2013,Kevin Chapman,25,US,,L,L,"6' 3""",230,"Feb 19, 1988",1st,25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
2013,José Cisnero,24,DO,,R,R,"6' 3""",258,"Apr 11, 1989",1st,28,0,3,28,28,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2013,Cody Clark,31,US,,R,R,"6' 3""",200,"Sep 14, 1981",1st,16,10,16,16,0,16,0,0,0,0,0,0,0,0,0,1,$1,$0,No,No
2013,Paul Clemens,25,US,,R,R,"6' 3""",215,"Feb 14, 1988",1st,35,5,4,35,35,0,0,0,0,0,0,0,0,0,0,0,$0,-$1,No,No
2013,Carlos Corporán,29,PR,,B,R,"6' 2""",240,"Jan 7, 1984",4,64,52,64,58,0,57,1,0,0,0,0,0,0,0,2,7,$0,$1,No,No
2013,Jarred Cosart,23,US,,R,R,"6' 3""",206,"May 25, 1990",1st,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,$0,$3,No,No
2013,Trevor Crowe,29,US,,B,R,"5' 10""",190,"Nov 17, 1983",4,60,40,60,53,0,0,0,0,0,0,24,14,25,53,2,6,$5,$0,No,No
2013,Rhiner Cruz,26,DO,,R,R,"6' 2""",210,"Nov 1, 1986",2,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2013,Jorge De León,25,DO,,R,R,"6' 0""",185,"Aug 15, 1987",1st,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2013,Matt Dominguez,23,US,,R,R,"6' 2""",220,"Aug 28, 1989",3,152,150,152,149,0,0,0,0,149,0,0,0,0,0,1,2,$0,$2,No,No
2013,Jake Elmore,26,US,,R,R,"5' 10""",180,"Jun 15, 1987",2,52,30,52,43,1,1,1,12,1,20,9,2,1,12,6,9,$7,-$1,No,No
2013,Josh Fields,27,US,,R,R,"6' 0""",191,"Aug 19, 1985",1st,42,0,3,41,41,0,0,0,0,0,0,0,0,0,0,0,$1,$0,No,No
2013,Édgar González,30,MX,,R,R,"6' 2""",210,"Feb 23, 1983",10,5,0,2,5,5,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2013,Marwin González,24,VE,,B,R,"6' 1""",205,"Mar 14, 1989",2,72,57,72,66,0,0,0,10,4,53,0,0,0,0,1,0,$9,$1,No,No
2013,Robbie Grossman,23,US,,B,L,"6' 0""",209,"Sep 16, 1989",1st,63,63,63,62,0,0,0,0,0,0,45,29,2,62,1,0,$0,$1,No,No
2013,Lucas Harrell,28,US,,B,R,"6' 2""",205,"Jun 3, 1985",4,37,22,4,36,36,0,0,0,0,0,0,0,0,0,0,1,$0,-$1,No,No
2013,L.J. Hoes,23,US,,R,R,"6' 0""",200,"Mar 5, 1990",2,46,42,46,45,0,0,0,0,0,0,2,2,44,45,1,3,$0,$0,No,No
2013,Philip Humber,30,US,,R,R,"6' 3""",215,"Dec 21, 1982",8,17,7,0,17,17,0,0,0,0,0,0,0,0,0,0,0,$0,-$2,No,No
